id,date,text,label
1218844356175466496,2020-01-19 10:35:14+00:00,@LJPatton @AlboMP Ok lets profoundly disagree. That’s why so many gave up on Labor yrs ago. I guess it applies to inhumane immoral #asylumseeker policies. In #Newtowm we elected @jennyleong who’s an MP we’re proud of. My hope is more will follow #Balmain #Balmain &amp; #Melbourne. My hope minority gov,0
1235460312536690688,2020-03-05 07:01:06+00:00,Hope you have a bright future. #turkeygreeceborder #Refugees #RefugeeCrisis #turkey #Greece_Turkey_Borders,0
1259184704785461254,2020-05-09 18:13:22+00:00,"Ms @Lagarde said a “common European fiscal response is highly desirable”, adding that it needed to be “swift, sizeable and symmetrical”' #EuroZone #EuroArea #Euro #EU #FiscalUnion #EuropeanFiscalUnion #Eurobonds
https://www.ft.com/content/7ef2b820-5c1b-45e7-86ac-eb18e5806f04?shareType=nongift via @FT",0
1240135852896006144,2020-03-18 04:40:02+00:00,#IslamicState #bomb #refugeecrisis Knowledge is power site:Brit #MPs deslike attack on Syria http://bit.ly/1dg9UTW,3
1189280697644732417,2019-10-29 20:39:48+00:00,@CaoimheButterly speaking @UnitedARacism protest outside @FineGael HQ this evening. I can't understand how anyone could vote against saving lives. Shame on FG MEPs for siding with far right. Clearly we can't afford to be complacent about this creeping racism. #RefugeesWelcome,0
1176376286509506560,2019-09-24 06:02:17+00:00,"Happy to share my first @LSEEuroppblog post. Based on my recent articles @PolStudies &amp; @jepp_journal, I explain the varying role of #solidarity in the #Eurocrisis and #migrationcrisis https://blogs.lse.ac.uk/europpblog/2019/09/23/understanding-the-two-faces-of-solidarity-in-the-eurozone-and-migration-crises/ via @LSEEuroppblog",0
1256865593522900992,2020-05-03 08:38:03+00:00,Brilliant work by @JRSUK and other charities on the front line. We can’t protect public health or the most vulnerable people without giving everyone here leave to remain #RefugeesWelcome https://twitter.com/SLCT2015/status/1256822737735163907,0
1200390843422707714,2019-11-29 12:27:33+00:00,**What a week! Delivered boxes of donations to Swansea Humanitarian Aid Response Project yesterday!** #Refugees #RefugeesWelcome #worldfamily #sharethelove #kindness #love #donations #Wales,0
1246782646585262080,2020-04-05 12:52:01+00:00,#SyriaTalks #RefugeeCrisis #Putin 1 author encyclopedia site:#Ummah-state to #Dictatorship http://bit.ly/1awQp8C#,3
1184955586888290304,2019-10-17 22:13:21+00:00,"@LSenbet: What kind of precautionary measures #Ethiopia need to take on #eurobonds even if the issue differ from country to country ? 
CC @mihretum @EyobTolina @GirumTweets @DonaldKaberuka @LopesInsights @BelachewM @MelakuD @DGNegatu https://twitter.com/FTMidEastAfrica/status/1184665974072578048",3
1263237331219333123,2020-05-20 22:37:04+00:00,@VMRConstancio This will not be accepted by the majority of the voters. A #debtunion will lead to more nationalist parties in the countries and instability of the EU. ‚Whatever it takes‘ will not work for the people and your job is/was to serve the people.,0
